sample_id,video_id,original_url,description,video_url,tags,total_comments,sample_comment_username,sample_comment_nickname,sample_comment_text,sample_comment_date,sample_comment_likes,sample_comment_replies
86,7459049306759187720,https://www.tiktok.com/@lancome_vietnam/video/7459049306759187720,Lancôme - Nơi công nghệ tiên phong gặp gỡ trách nhiệm với môi trường. Chúng tôi không chỉ tạo ra nhữ...,https://m.tiktok.com/v/7459049306759187720.html?_d=0&comment_author_id=7055471049950413829&preview_pb=0&share_comment_id=7474122765358236471&share_item_id=7459049306759187720&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam,1,dybocx8m7l2n,Marco Antonio,🤣,2025-02-22T07:14:46,0,0
87,7459050003546443029,https://www.tiktok.com/@lancome_vietnam/video/7459050003546443029,Thiết kế nước hoa với lõi thay thế - sự kết hợp hoàn hảo giữa phong cách và trách nhiệm. Không chỉ t...,https://m.tiktok.com/v/7459050003546443029.html?_d=0&comment_author_id=7305138138085901318&preview_pb=0&share_comment_id=7478610022051447560&share_item_id=7459050003546443029&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam,24,user502975763086439,Phạm Thị Quỳnh Anh,rất ấn tượng và bổ ích!,2025-03-06T08:26:47,0,1
88,7459050477750111509,https://www.tiktok.com/@lancome_vietnam/video/7459050477750111509,Lõi thay thế của sản phẩm Lancome không chỉ mang đến lợi ích cho môi trường mà còn giúp bạn tiết kiệ...,https://m.tiktok.com/v/7459050477750111509.html?_d=0&comment_author_id=7405363373020840965&preview_pb=0&share_comment_id=7459401825792459541&share_item_id=7459050477750111509&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam,2,thele83137779079,Huỳnh Thanh Ngáo,hay,2025-01-13T15:09:06,0,0
89,7459067321143889160,https://www.tiktok.com/@lancome_vietnam/video/7459067321143889160,,,,0,,,,,0,0
90,7459202199810362631,https://www.tiktok.com/@lancome_vietnam/video/7459202199810362631,Tiên phong trong khoa học làm đẹp. Serum tươi ba lõi Renergie HCF là đột phá trong việc sử dụng 3 ho...,https://m.tiktok.com/v/7459202199810362631.html?_d=0&comment_author_id=7397036628797342725&preview_pb=0&share_comment_id=7459304455789527816&share_item_id=7459202199810362631&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,7,user3372581843182,Trần Lê Hưng,"Xem xong rồi, ai giải thích giúp mình với.",2025-01-13T08:51:28,0,0
91,7459226415653834001,https://www.tiktok.com/@lancome_vietnam/video/7459226415653834001,"Khai phá kỷ nguyên chăm da mới cùng Lancôme với ứng dụng công nghệ tái cấu trúc da. Lần đầu tiên, La...",https://m.tiktok.com/v/7459226415653834001.html?_d=0&comment_author_id=7404716461498139653&preview_pb=0&share_comment_id=7462607179036607248&share_item_id=7459226415653834001&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,39,thetran28663279403,Dương Khánh Hải,hay,2025-01-22T06:27:31,0,0
92,7459822595551153416,https://www.tiktok.com/@lancome_vietnam/video/7459822595551153416,Tinh chất chuyên biệt Clarifique khai phá toàn bộ tiềm năng từ sự kết hợp các hoạt chất cô đặc thế h...,https://m.tiktok.com/v/7459822595551153416.html?_d=0&comment_author_id=7178379128038474778&preview_pb=0&share_comment_id=7467550664006025985&share_item_id=7459822595551153416&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,2,yuenanyao988,Swilder,I like this video,2025-02-04T14:10:44,0,0
93,7459823017149992213,https://www.tiktok.com/@lancome_vietnam/video/7459823017149992213,"Dựa trên nghiên cứu độc quyền về khoa học Enzyme, Nước thần dưỡng chất kép Clarfique sở hữu chiết xu...",https://m.tiktok.com/v/7459823017149992213.html?_d=0&comment_author_id=7383583922221089797&preview_pb=0&share_comment_id=7459980773744411399&share_item_id=7459823017149992213&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare|#clarifique,3,iwcsiy44533,iwcsiy44533,Video này hay đấy,2025-01-15T04:35:53,0,0
94,7459824168524074247,https://www.tiktok.com/@lancome_vietnam/video/7459824168524074247,Khám phá bộ ba sản phẩm từ Lancome Clarifique giúp bạn sở hữu làn da sáng trong và rạng rỡ! 🌟 Sữa rử...,https://m.tiktok.com/v/7459824168524074247.html?_d=0&comment_author_id=7424221654105998343&preview_pb=0&share_comment_id=7463509835893752594&share_item_id=7459824168524074247&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare|#clarifique,10,kellerkate579,Thúy Mai,...,2025-01-24T16:50:17,0,0
95,7459824947813256469,https://www.tiktok.com/@lancome_vietnam/video/7459824947813256469,"Với 27 năm nghiên cứu, 10 bằng sáng chế độc quyền, Serum Génifique Ultimate là sự đột phá trong khoa...",https://m.tiktok.com/v/7459824947813256469.html?_d=0&comment_author_id=6869403176455357441&preview_pb=0&share_comment_id=7460525156861182738&share_item_id=7459824947813256469&sharer_language=en&source=h5_m&u_code=0,#lancomevietnam|#skincare,1,cmtdao.123,😑,Đẳng cấp thế giới 🥰,2025-01-16T15:48:15,0,0
