sample_id,video_id,original_url,description,video_url,tags,total_comments,sample_comment_username,sample_comment_nickname,sample_comment_text,sample_comment_date,sample_comment_likes,sample_comment_replies
129,7487170132884720918,https://www.tiktok.com/@lancome.official/video/7487170132884720918,@nicoletaveras knows best when it comes to applying the Génifique Ultimate serum 💁‍♀️ #Lancome #Geni...,https://m.tiktok.com/v/7487170132884720918.html?_d=0&comment_author_id=7192003863294444590&preview_pb=0&share_comment_id=7539619393052820255&share_item_id=7487170132884720918&sharer_language=en&source=h5_m&u_code=0,#Lancome|#GenifiqueUltimate|#Genifique|#Serum|#BeautyTok|#MakeupTok|#Face|#Skincare|#Skin|#Skintok|#SkincareRoutine|#Beauty,30,user86060239153915,Carmencita,Chefs kiss skincare 😘,2025-08-17T19:14:25,0,0
130,7487901527709977878,https://www.tiktok.com/@lancome.official/video/7487901527709977878,@Loreto enjoys her pampering session at the heart of the Lancôme flagship store in #Paris🫶 #Lancome ...,https://m.tiktok.com/v/7487901527709977878.html?_d=0&comment_author_id=7171923855014757382&preview_pb=0&share_comment_id=7488236415303795461&share_item_id=7487901527709977878&sharer_language=en&source=h5_m&u_code=0,#Paris🫶|#Lancome|#LoretoPeralta|#FlagshipStore|#France|#Spa|#LancomeSpa|#Relaxation|#Relax|#Beauty|#Massage|#Facial|#FacialTreatment|#FeelGood,101,username_idkkk0,👤👤,A esa perfección se quiere parecer dafnne 😂,2025-04-01T07:02:53,0,150
131,7488650388405734678,https://www.tiktok.com/@lancome.official/video/7488650388405734678,Glass skin secret unlocked: Hydra Zen Gel Cream💕 @Guille Regne  #Lancome #GuilleRegne #HydraZen #Gla...,https://m.tiktok.com/v/7488650388405734678.html?_d=0&comment_author_id=6974442295529980933&preview_pb=0&share_comment_id=7494291079400145694&share_item_id=7488650388405734678&sharer_language=en&source=h5_m&u_code=0,#Lancome|#GuilleRegne|#HydraZen|#GlassSkin|#Skincare|#Skintok|#Skincareroutine|#Moisturizer|#GelCream,33,40plusjoy,Sarah | 40plusjoy,"This line really made a difference with my dry winter skin this year. The crème-mousse cleanser, the pink hydrating toner lotion, and this gel-cream. Love it so much. 💕",2025-04-17T15:37:21,0,0
132,7488733265222798614,https://www.tiktok.com/@lancome.official/video/7488733265222798614,"Idôle House made it to Buenos Aires, Argentina! Make sure to stop by before April 6th, and step with...",https://m.tiktok.com/v/7488733265222798614.html?_d=0&comment_author_id=6770474892875498501&preview_pb=0&share_comment_id=7489126650141721362&share_item_id=7488733265222798614&sharer_language=en&source=h5_m&u_code=0,#Lancome|#DelfinaAused|#IdoleHouse|#Pink|#Beauty|#Event|#BeautyTok|#MakeupTok|#Skincare|#Fragrance|#Makeup|#Skincareroutine|#Argentina|#PopUp,95,delfiausedv,Delfi Aused,Lancome ARGENTINA AMORCH 🩷🪄⭐️,2025-04-03T16:36:33,0,2
133,7489491770078678294,https://www.tiktok.com/@lancome.official/video/7489491770078678294,Step in Lancôme’s Skin Science Club and get ready to discover skincare like never before! We’re wait...,https://m.tiktok.com/v/7489491770078678294.html?_d=0&comment_author_id=7374047156704035872&preview_pb=0&share_comment_id=7489629647279375126&share_item_id=7489491770078678294&sharer_language=en&source=h5_m&u_code=0,#Lancome|#SkinScienceClub|#Skincare|#BeautyTech|#Skincareroutine|#SkinAnalysis|#Popupstore|#Beauty|#Skintok|#Paris|#Popup|#popupparis,26,sssssseeeeme,S🎀,whoever can buy this. jealousy jealousy is following me💜,2025-04-05T01:09:18,0,0
134,7489750529057361185,https://www.tiktok.com/@lancome.official/video/7489750529057361185,Time for a retinol revolution with the new Rénergie C.R.x. Triple Serum Retinol ✨ So gentle it's eve...,https://m.tiktok.com/v/7489750529057361185.html?_d=0&comment_author_id=7006130334312399877&preview_pb=0&share_comment_id=7505454706560303902&share_item_id=7489750529057361185&sharer_language=en&source=h5_m&u_code=0,#Lancome|#Renergie|#CRXTripleSerumRetinol|#Skincare|#Tutorial|#HowTo|#SkincareRoutine|#Skintok|#Retinol,47,michelleandbaz,Michelle and Baz,Sample,2025-05-17T17:37:50,0,0
135,7490121607671844129,https://www.tiktok.com/@lancome.official/video/7490121607671844129,Start a complete retinol protocol. Full spectrum resurfacing and protection with the new Rénergie C....,https://m.tiktok.com/v/7490121607671844129.html?_d=0&comment_author_id=6736266825582429190&preview_pb=0&share_comment_id=7492591851394007830&share_item_id=7490121607671844129&sharer_language=en&source=h5_m&u_code=0,#Lancome|#Renergie|#CRXTripleSerumRetinol|#UVMUNE|#Skincare|#Tutorial|#HowTo|#SkincareRoutine|#Skintok|#Retinol,118,melmartindale,Mel,Sample tok,2025-04-13T01:43:47,0,0
136,7490491673118559510,https://www.tiktok.com/@lancome.official/video/7490491673118559510,Tell us about it... We always get stuck in traffic too😌 @Paola Alberdi  #Lancome #PaolaAlberdi #Flag...,https://m.tiktok.com/v/7490491673118559510.html?_d=0&comment_author_id=6714338067769164805&preview_pb=0&share_comment_id=7491926289643143991&share_item_id=7490491673118559510&sharer_language=en&source=h5_m&u_code=0,#Lancome|#PaolaAlberdi|#FlagshipStore|#France|#Makeup|#Skincare|#Fragrance|#Makeuptiktok|#Makeuptok|#Skintok|#Fragrancetiktok|#SmellGood|#FeelGood|#Beauty,26,valtrevinot,Valentina Treviño Tr,Loooove it!!,2025-04-11T06:41:38,0,0
137,7490868121759272214,https://www.tiktok.com/@lancome.official/video/7490868121759272214,All we need is Génifique Ultimate in our skincare routine! @Claudia ☁️🪐🎧  #Lancome #GenifiqueUltimat...,https://m.tiktok.com/v/7490868121759272214.html?_d=0&comment_author_id=6764621889811563526&preview_pb=0&share_comment_id=7491721920228885279&share_item_id=7490868121759272214&sharer_language=en&source=h5_m&u_code=0,#Lancome|#GenifiqueUltimate|#Genifique|#Serum|#BeautyTok|#MakeupTok|#Face|#Skincare|#Skin|#Skintok|#SkincareRoutine|#Beauty,47,iamdominicfranco,Dominique,"The packing, the product, the creator 😍😍✨✨✨",2025-04-10T17:27:40,0,0
138,7491287626192833814,https://www.tiktok.com/@lancome.official/video/7491287626192833814,"Join us to discover the Skin Science Club in Madrid! Get a free skin diagnosis, discover your person...",https://m.tiktok.com/v/7491287626192833814.html?_d=0&comment_author_id=7499208324237411350&preview_pb=0&share_comment_id=7499905451824431894&share_item_id=7491287626192833814&sharer_language=en&source=h5_m&u_code=0,#Lancome|#SkinScienceClub|#Skincare|#BeautyTech|#Skincareroutine|#SkinAnalysis|#Popupstore|#Beauty|#Skintok|#Madrid,36,luvellso,𝒆𝒍𝒍𝒂 🤍 (𝙨𝙥𝙞𝙡𝙡𝙚𝙙),IS THAT AN ICONIC QUEEN IN THE BACK? 💜,2025-05-02T18:43:40,0,0
