Video ID,Original URL,Description,Total Comments,Tags
"7526205964199021846","https://www.tiktok.com/@lancome.official/video/7526205964199021846","If looking good was a sport #JuicyTreat #Lancome #UVExpert #Skincare #Sunscreen #Hydration #Summer #HotToBeLazy #Beauty","26","#JuicyTreat #Lancome #UVExpert #Skincare #Sunscreen #Hydration #Summer #HotToBeLazy #Beauty"
"7526159247227276566","https://www.tiktok.com/@lancome.official/video/7526159247227276566","SPF 50+ and lip gloss our kind of doubles partner. 😉 #JuicyTreat #Lancome #UVExpert #Skincare #Sunscreen #Hydration #Summer #HotToBeLazy #Beauty ","25","#JuicyTreat #Lancome #UVExpert #Skincare #Sunscreen #Hydration #Summer #HotToBeLazy #Beauty"
"7526117426707074326","https://www.tiktok.com/@lancome.official/video/7526117426707074326","One Lavender Latte, chilled please 💜 Featuring the iconic Juicy Tubes in new star shade 20 Lavender Latte. #Lancome #JuicyTubes #Makeup #LipGloss #Gloss #GlossyLip #Yummy #Juicy #Summer #SummerLook","82","#Lancome #JuicyTubes #Makeup #LipGloss #Gloss #GlossyLip #Yummy #Juicy #Summer #SummerLook"
"7525747506945199382","https://www.tiktok.com/@lancome.official/video/7525747506945199382","Your courtside essential. SPF that serves 🏆 #Lancome #UVExpert #Skincare #Sunscreen #Suncare #Summer #Skincaretiktok #Skintok #Beauty #Hydration ","48","#Lancome #UVExpert #Skincare #Sunscreen #Suncare #Summer #Skincaretiktok #Skintok #Beauty #Hydration"
"7525730078525869334","https://www.tiktok.com/@lancome.official/video/7525730078525869334","She’s summer-ready! @Oksana Masters  #MESSWITHLANCOME #BTSMess #Lancome #OksanaMasters #TimeToGetMessy #Mess #BTMess #Makeup #Makeuptok #Beauty #BeautyTok #HAPTA #CafeCrush #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss #BTS ","11","#MESSWITHLANCOME #BTSMess #Lancome #OksanaMasters #TimeToGetMessy #Mess #BTMess #Makeup #Makeuptok #Beauty #BeautyTok #HAPTA #CafeCrush #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss #BTS"
"7525486253395971350","https://www.tiktok.com/@lancome.official/video/7525486253395971350","Is it hot or is it @Oksana Masters? ☀️ #MESSWITHLANCOME #BTSMess #Lancome #OksanaMasters #TimeToGetMessy #Mess #BTMess #Makeup #Makeuptok #Beauty #BeautyTok #HAPTA #CafeCrush #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss #BTS","14","#MESSWITHLANCOME #BTSMess #Lancome #OksanaMasters #TimeToGetMessy #Mess #BTMess #Makeup #Makeuptok #Beauty #BeautyTok #HAPTA #CafeCrush #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss #BTS"
"7525457691767033110","https://www.tiktok.com/@lancome.official/video/7525457691767033110","CAFÉ CRUSH on @Oksana Masters🤎 Bronzed summer goddess, Lancôme style! #MESSWITHLANCOME MUA: @manoncana Hair: Julien Gonzalez Galvez Styling: @steven.doan3 Nails: @nailedbyines  COMPLEXION Teint Idole Ultra Wear Foundation Teint Idole Ultra Wear All-Over Concealer Teint Idole Ultra Wear C.E. Skin Transforming Bronzer Blush Subtil in 800 Orange Phoria EYES Idôle Tint Liquid Eye-Blusher in 01 Sunburst, 11 Rich Espresso Lash Idôle Mascara in 02 Brown LIPS Lip Idôle Juicy Treat in 65 Brownie Bite HAPTA (assisted lipstick application device) #Lancome #OksanaMasters #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #CafeCrush #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss ","15","#MESSWITHLANCOME #Lancome #OksanaMasters #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #CafeCrush #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss"
"7525378102927576342","https://www.tiktok.com/@lancome.official/video/7525378102927576342","Major crush alert🚨 We’ve simply fallen for the delicious Almond Drip Juicy Tubes shade. #Lancome #JuicyTubes #Makeup #LipGloss #Gloss #GlossyLip #IceCream #Yummy #Juicy #Summer #SummerLook ","41","#Lancome #JuicyTubes #Makeup #LipGloss #Gloss #GlossyLip #IceCream #Yummy #Juicy #Summer #SummerLook"
"7525128747222125846","https://www.tiktok.com/@lancome.official/video/7525128747222125846","Sharing is caring! We have to get our hands on that ice cream🍦🤭 #MESSWITHLANCOME #BTSMess #Lancome #IsabellaRossellini #NicoParker #MesswithLancome #BTMess #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #IcedLatte #CoffeeMakeup #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss #BTS ","29","#MESSWITHLANCOME #BTSMess #Lancome #IsabellaRossellini #NicoParker #MesswithLancome #BTMess #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #IcedLatte #CoffeeMakeup #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss #BTS"
"7525113020503051542","https://www.tiktok.com/@lancome.official/video/7525113020503051542","BERRY BISOU on #IsabellaRossellini & LAVENDER LATTE on #NicoParker  Global Ambassadors Isabella Rossellini and Nico Parker are next, bringing fun colors to their signature summer makeup looks. Isabella wears the Berry Bisou look and Nico radiates in an energectic Lavender Latte look. #MESSWITHLANCOME MUA: @itsmatin for Isabella, Emily Cheng for Nico Hair: Pete Butler for Isabella, Rio Sreedharan for Nico Styling: Darryl Glover for Isabella, Rebecca Corbin-Murray for Nico Nails: Ami Vega for Isabella, Casey for Nico  ISABELLA’S LOOK COMPLEXION Teint Idole Ultra Wear Foundation Teint Idole Ultra Wear All-Over Concealer Teint Idole Ultra Wear Care & Glow Serum Concealer Teint Idole Ultra Wear Skin Refining Setting Powder Blush Subtil in 1000 Berry Bisou EYES Drama Liqui-Pencil Eyeliner in 01 Café Noir Matte  Hypnôse Eyeshadow Palette in 19 Ardent Drama Brôw Define Pencil in 11 Medium Brown, 12 Dark Brown Lash Idôle Flutter Extension Mascara LIPS  Lip Idôle Lip Shaper in 60 Million Dollar Berry Lip Idôle Juicy Treat in 60 Million Dollar Berry, 90 Berry Bisou NICO’S LOOK COMPLEXION Teint Idole Ultra Wear Foundation Teint Idole Ultra Wear All-Over Concealer Blush Subtil in 500 Pink Oh La La EYES Hypnôse Eyeshadow Palette in 06 Reflet D’Amethyste Idôle Tint Liquid Eye-Blusher in 10 Lavender Latte Lash Idôle Flutter Extension Mascara LIPS  Lip Idôle Juicy Treat in 00 Clear Ly Obsessed, 20 Lavender Latte #Lancome #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #CafeCrush #PinkOhLaLa #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss","20","#IsabellaRossellini #NicoParker #MESSWITHLANCOME #Lancome #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #CafeCrush #PinkOhLaLa #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss"
"7525084584266960150","https://www.tiktok.com/@lancome.official/video/7525084584266960150","To each their own mood 🤭💖🤎 #Lancome #AmandaSeyfried #JoySunday #MesswithLancome #BTMess #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #IcedLatte #CoffeeMakeup #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss #BTS","18","#Lancome #AmandaSeyfried #JoySunday #MesswithLancome #BTMess #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #IcedLatte #CoffeeMakeup #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss #BTS"
"7525073726375726358","https://www.tiktok.com/@lancome.official/video/7525073726375726358","PINK OH LA LA on #AmandaSeyfried & CAFÉ CRUSH on #JoySunday 💖 Global Ambassadors Amanda Seyfried and Joy Sunday open the show for the hot summer season of Mess with Lancôme! Amanda wears the sweet Pink Oh La La look while Joy rocks her Café Crush look. #MESSWITHLANCOME MUA: @genevievemakeup for Amanda, @Paulyblanch for Joy Hair: @Renato Campora for Amanda, @Ken for Joy Styling: @Elizabeth Stewart for Amanda, Darryl Glover for Joy Nails: Casey for Amanda, Ami Vega for Joy  AMANDA’S LOOK COMPLEXION  Teint Idole Ultra Wear Foundation Teint Idole Ultra Wear All-Over Concealer Blush Subtil shade 500 Pink Oh La La EYES Le Crayon Khôl in 22 Bronze Idôle Tint Liquid Eye-Blusher in 09 Strawberry Latte, 07 Canyon Clay Lash Idôle Flutter Extension Mascara LIPS Lip Idôle Juicy Treat shade 10 Pink Oh La La Lip Idôle Lip Shaper in 33 Idôle Nude JOY’S LOOK COMPLEXION Teint Idole Ultra Wear Foundation Teint Idole Ultra Wear All-Over Concealer Teint Idole Ultra Wear C.E. Skin Transforming Highlighter EYES Le Stylo Waterproof in 04 Bronze Riche Idôle Café Crush Eyeshadow Palette Lash Idôle Flutter Extension Mascara LIPS  Juicy Tubes Lip Gloss in 16 Almond Drip #Lancome #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #CafeCrush #PinkOhLaLa #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss","25","#AmandaSeyfried #JoySunday #MESSWITHLANCOME #Lancome #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #CafeCrush #PinkOhLaLa #IcedLatte #CoffeeMakeup #EspressoLook #SummerMakeup #SummerBeauty #MakeupTutorial #GlossyLip #Gloss"
"7524767741023096086","https://www.tiktok.com/@lancome.official/video/7524767741023096086","It’s a hot new season of #MESSWITHLANCOME and it’s about to get messy. Stay tuned! 🔥❤️ #Lancome #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #IsabellaRossellini #AmandaSeyfried #JoySunday #NicoParker","26","#MESSWITHLANCOME #Lancome #TimeToGetMessy #Makeup #Makeuptok #Beauty #BeautyTok #IsabellaRossellini #AmandaSeyfried #JoySunday #NicoParker"
"7524371659726392598","https://www.tiktok.com/@lancome.official/video/7524371659726392598","It's gonna be a Juicy Treat summer 💕 @Olivia Rodrigo   #Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #Makeup","325","#Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #Makeup"
"7523989079881452822","https://www.tiktok.com/@lancome.official/video/7523989079881452822","Supercharged with serum actives, new Lip Idôle JuicyTreat™ gives you bouncy, juicy hydration in just one swipe. Pick your shade!💕  #Lancome #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo #Swatches#GlowUpCetaphil ","28","#Lancome #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo #Swatches#GlowUpCetaphil"
"7523937712953494807","https://www.tiktok.com/@lancome.official/video/7523937712953494807","Serve juicy shine, all day long with new JuicyTreat™ and the Idôle routine. From hydrated skin and lips to fluttery lashes and defined eyes. @Olivia Rodrigo  #Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #MakeupLook ","72","#Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #MakeupLook"
"7523890667500637462","https://www.tiktok.com/@lancome.official/video/7523890667500637462","A summer MUST #JuicyTreat ✨ #Lancome #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Hydration #Satisfying #Shades #Summer #beach ","34","#JuicyTreat #Lancome #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Hydration #Satisfying #Shades #Summer #beach"
"7523524986703777046","https://www.tiktok.com/@lancome.official/video/7523524986703777046","The satisfying red texture of our dreams 💋 #Lancome #Juicytreat #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Hydration #Satisfying #Shades","53","#Lancome #Juicytreat #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Hydration #Satisfying #Shades"
"7523245574494129430","https://www.tiktok.com/@lancome.official/video/7523245574494129430","Treat your lips to a hug. The plush applicator of Lip Idôle JuicyTreat™ is perfectly shaped to drench your lips in juicy shine with just one swipe. @Olivia Rodrigo  #Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo","298","#Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo"
"7523149120048041238","https://www.tiktok.com/@lancome.official/video/7523149120048041238","Your perfect fluffy JuicyTreat applicator! 💋 #Lancome #Juicytreat #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Hydration #Satisfying #Shades ","37","#Lancome #Juicytreat #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Hydration #Satisfying #Shades"
"7522782194343906582","https://www.tiktok.com/@lancome.official/video/7522782194343906582","Juicy shades of our new Lip Idôle JuicyTreatTM 🤭💖 #Lancome #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo #Swatches ","164","#Lancome #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo #Swatches"
"7522133524439190806","https://www.tiktok.com/@lancome.official/video/7522133524439190806","Formulated with 20% hydrating Squalane, Lip Idôle JuicyTreatTM hydrates and locks in moisture for all-day nourishing shine. @Olivia Rodrigo  #Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo","350","#Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo"
"7522082464781683990","https://www.tiktok.com/@lancome.official/video/7522082464781683990","Juicifies like a gloss, acts like a serum. Treat yourself to 3D plumping shine with Lip Idôle JuicyTreatTM. @Olivia Rodrigo  #Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo","767","#Lancome #OliviaxLancome #OliviaRodrigo #LipIdole #JuicyTreat #LipGloss #LipOil #LipSerum #GlossyLip #MustHave #Beauty #Makeuptok #LipCombo"
"7521388319398251798","https://www.tiktok.com/@lancome.official/video/7521388319398251798","We’re getting ready to spill the JUICIEST secret EVER. Stay tuned 🤭💖 #Lancome #Juicy #Makeup","172","#Lancome #Juicy #Makeup"
"7520930141191605526","https://www.tiktok.com/@lancome.official/video/7520930141191605526","Is it only a rumour? What could that big juicy secret be... Take your guesses!🤫💕 #Lancome #Juicy #Makeup  ","44","#Lancome #Juicy #Makeup"
"7520656367732968726","https://www.tiktok.com/@lancome.official/video/7520656367732968726","It’s the one and only: Juicy Tubes Cocoa Macchiato🤎 #Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee  #Brown #Satisfaying #Shades","46","#Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Brown #Satisfaying #Shades"
"7520620888274832662","https://www.tiktok.com/@lancome.official/video/7520620888274832662","As small as the Juicy Tubes are, they fit right into our pockets 🤭 #Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Brown #Satisfaying #Shades #Onthego ","30","#Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Brown #Satisfaying #Shades #Onthego"
"7520231124698795286","https://www.tiktok.com/@lancome.official/video/7520231124698795286","Matching with the tree in full bloom 💜 #JuicyTubes #Lancome #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Satisfaying #Shades #Makeup ","64","#JuicyTubes #Lancome #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Satisfaying #Shades #Makeup"
"7519921320923008278","https://www.tiktok.com/@lancome.official/video/7519921320923008278","Brown texture vibes with #JuicyTubes ☕️  #Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Brown #Satisfaying #Shades #Makeup","34","#JuicyTubes #Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Brown #Satisfaying #Shades #Makeup"
"7519533827463744791","https://www.tiktok.com/@lancome.official/video/7519533827463744791","We can smell this through the screen💜 #JuicyTubes #Lancome #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Satisfaying #Shades","63","#JuicyTubes #Lancome #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Satisfaying #Shades"
"7519074210648509718","https://www.tiktok.com/@lancome.official/video/7519074210648509718","THE trendiest accessory of the summer 💄 #JuicyTubes #Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Brown #Satisfaying #Shades","34","#JuicyTubes #Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Brown #Satisfaying #Shades"
"7518331384776101142","https://www.tiktok.com/@lancome.official/video/7518331384776101142","Went for a coffee run, got Juicy Tubes instead 🤭 #Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Brown #Satisfaying #Shades #CleanGirl #Coffee #Coffeeholder #Coffeerun ","46","#Lancome #JuicyTubes #Juicy #Gloss #Lips #LipGloss #Shine #Sparkle #Coffee #Lavender #Brown #Satisfaying #Shades #CleanGirl #Coffee #Coffeeholder #Coffeerun"
"7516546257788079382","https://www.tiktok.com/@lancome.official/video/7516546257788079382","You hold the choice in your hands: #JoinTheRefillMovement with Lancôme Absolue✨ #Lancome #LancomeAbsolue #AbsolueLongevityTheSoftCream #Skincare #Refill #Sustainability ","27","#JoinTheRefillMovement #Lancome #LancomeAbsolue #AbsolueLongevityTheSoftCream #Skincare #Refill #Sustainability"
"7516444951090105622","https://www.tiktok.com/@lancome.official/video/7516444951090105622","Nothing sweeter than a refillable signature fragrance💖 Lancôme lovers, #JoinTheRefillMovement! #Lancome #Lavieestbelle #LavieestbelleLElixir #Fragrance #Refill #Sustainability ","47","#JoinTheRefillMovement! #Lancome #Lavieestbelle #LavieestbelleLElixir #Fragrance #Refill #Sustainability"
"7516100438396046614","https://www.tiktok.com/@lancome.official/video/7516100438396046614","Drop by drop, and you’re covered. Apply Skin Idôle 3 Serum Supertint to hydrate skin, dabbing on evenly over your entire face or targeting specific areas. With a serum-like, ultra lightweight texture, find your Supertint from 20 light-to-medium buildable shades. #Lancome #Supertint #Makeup #MustHave #NaturalLook #HowTo #Tutorial ","27","#Lancome #Supertint #Makeup #MustHave #NaturalLook #HowTo #Tutorial"
"7515729671007259926","https://www.tiktok.com/@lancome.official/video/7515729671007259926","Ready to power up your glow? Discover Skin Idôle 3 Serum Supertint, an ultra-lightweight glow tinted serum with breathable texture to enhance, smooth and visibly plump your skin with up to 24h wear*. *Consumer test, 165 women. #Lancome #Supertint #Makeup #MustHave #NaturalLook","33","#Lancome #Supertint #Makeup #MustHave #NaturalLook"
"7515361626506153238","https://www.tiktok.com/@lancome.official/video/7515361626506153238","Meet your new glow hero! Skin Idôle 3 Serum Supertint delivers buildable coverage with a natural radiant finish. Powered by 3 skincare actives for comfort that lasts all day. @emma chamberlain  #Lancome #EmmaChamberlain #LancomexEmma #Supertint #Makeup #MustHave #NaturalLook","35","#Lancome #EmmaChamberlain #LancomexEmma #Supertint #Makeup #MustHave #NaturalLook"
"7514026695578504470","https://www.tiktok.com/@lancome.official/video/7514026695578504470","Everyone got the Juicy Tubes memo for the music festival. #Lancome #JuicyTubes @Beca @chelseaasoflate @Aimee Kelly @valslooks @Lera @Winta Zesu @Bethany @Lauren W. @Natalie Bright ","74","#Lancome #JuicyTubes"
"7513874016281677078","https://www.tiktok.com/@lancome.official/video/7513874016281677078","Elegance and charm. Global Ambassador #NicoParker steps on the red carpet at the premiere of her upcoming movie “How To Train Your Dragon” wearing a stunning makeup look by @emilychengmakeup. The makeup artist elevated this classic look with fluttery lashes and a glossy lip using Lash Idôle Flutter Extension Mascara and Juicy Tubes, topped off by a spritz of the new Ô Zenith Eau de Toilette. 📷: Alexandra Alvaa #Lancome #LancomexNico #NicoParker #Makeup #Fragrance #LancomeMakeup #LancomeFragrance ","50","#NicoParker #Lancome #LancomexNico #NicoParker #Makeup #Fragrance #LancomeMakeup #LancomeFragrance"
"7513769612614389014","https://www.tiktok.com/@lancome.official/video/7513769612614389014","What a weekend! Thanks for making Idôle House so special. 💓 #Lancome #IdoleHouse ","29","#Lancome #IdoleHouse"
"7513737751980739862","https://www.tiktok.com/@lancome.official/video/7513737751980739862","That’s a wrap! Thank you NYC for making Idôle House the place to be this weekend. #Lancome #IdoleHouse ","25","#Lancome #IdoleHouse"
"7513703712775261462","https://www.tiktok.com/@lancome.official/video/7513703712775261462","We kicked off Idôle House with a celebration in the heart of NYC. 💖 Our Lancôme Idôles got a first look before it opened to the public.  #IdoleHouse #Lancome","69","#IdoleHouse #Lancome"
"7513672804173204758","https://www.tiktok.com/@lancome.official/video/7513672804173204758","Class was in session at Idôle House. Celebrity Makeup Artist, @Melissa Hernandez shared her tips and easy how-to to recreating Olivia Rodrigo’s signature makeup look. #LancomeMakeup #IdoleHouse ","18","#LancomeMakeup #IdoleHouse"
"7513660448735022358","https://www.tiktok.com/@lancome.official/video/7513660448735022358","","8",""
"7513593218949336342","https://www.tiktok.com/@lancome.official/video/7513593218949336342","Your sign to stop scrolling and go to Idôle House. Today’s the last day! See you there 💕 #Lancome #IdoleHouse  💜June 6-8 📍210 Lafayette Street  ⏰ 11AM-6PM","49","#Lancome #IdoleHouse"
"7513567123021630742","https://www.tiktok.com/@lancome.official/video/7513567123021630742","Caught mid-gloss reapplying Juicy Tubes at #IdôleHouse #Lancome ","19","#IdôleHouse #Lancome"
"7513563886528875798","https://www.tiktok.com/@lancome.official/video/7513563886528875798","A dreamy night at the VIP preview of Idôle House in NYC. @Lailany Sota @chelseaasoflate @adi @Beca @Isabel @Jaleesa Jaikaran Pro MUA @valslooks @Lauren W. @pierrah @Jessica Wang @Amina Cocoa #Lancome #IdoleHouse","11","#Lancome #IdoleHouse"
"7513349840219278614","https://www.tiktok.com/@lancome.official/video/7513349840219278614","It was a glossy affair with Friends of the house at the opening night of Idôle House in New York. 💖#Lancome #IdoleHouse #JuicyTubes","30","#IdoleHouse #JuicyTubes"
"7513254988294933782","https://www.tiktok.com/@lancome.official/video/7513254988294933782","The pink bags are all over in SoHo 🙌💕 Get your goodie bag at Idôle House.  #Lancome #IdoleHouse #JuicyTubes 💜June 6-8 📍 210 Lafayette Street  ⏰ 11AM-6PM *Guests must be physically in line to receive a ticket for a FREE Juicy Tubes Lip Gloss.","26","#Lancome #IdoleHouse #JuicyTubes"
"7513196284036074774","https://www.tiktok.com/@lancome.official/video/7513196284036074774","","38",""
"7512933692881341718","https://www.tiktok.com/@lancome.official/video/7512933692881341718","Just @Ed Westwick making #JuicyTubes even more iconic. #IdoleHouse #Lancome ","30","#JuicyTubes #IdoleHouse #Lancome"
"7512878174313712918","https://www.tiktok.com/@lancome.official/video/7512878174313712918","Thank you for your love 💕 Day 1 first hour of opening 🫶 See you this weekend! #IdoleHouse #Lancome #JuicyTubes 💜June 6-8 📍 210 Lafayette Street  ⏰ 11AM-6PM *Guests must be physically in line to receive a ticket for a FREE Juicy Tubes Lip Gloss.","42","#IdoleHouse #Lancome #JuicyTubes"
"7512853466566380822","https://www.tiktok.com/@lancome.official/video/7512853466566380822","@Olivia Rodrigo can we join you? The house is the definition of dreamy 🥰 Visit Idôle House NYC this weekend! 💜June 6-8 📍 210 Lafayette Street  ⏰ 11AM-6PM *Guests must be physically in line to receive a ticket for a FREE Juicy Tubes Lip Gloss. #Lancome #OliviaxLancome #OliviaRodrigo #Lancomemakeup#Lancomefragrance #makeup #fragrance #IdoleHouse","906","#Lancome #OliviaxLancome #OliviaRodrigo #Lancomemakeup#Lancomefragrance #makeup #fragrance #IdoleHouse"
"7512820538331368726","https://www.tiktok.com/@lancome.official/video/7512820538331368726","The wait is over. Welcome to Idôle House! An immersive experience in the heart of New York. Come see what we’ve been dreaming up. #IdoleHouse #Lancome #JuicyTubes 💜June 6-8 📍 210 Lafayette Street  ⏰ 11AM-6PM *Guests must be physically in line to receive a ticket for a FREE Juicy Tubes Lip Gloss.","144","#IdoleHouse #Lancome #JuicyTubes"
"7512818381557419286","https://www.tiktok.com/@lancome.official/video/7512818381557419286","Some things never go out of style—like Juicy Tubes and our favorite 2000s icons, @Ed Westwick, #RachelBilson, and @Gab Union joined us for an exclusive first look at Idôle House in NYC. #IdoleHouse #Lancome","28","#RachelBilson, #IdoleHouse #Lancome"
"7512816058298862870","https://www.tiktok.com/@lancome.official/video/7512816058298862870","Reunited by the power of Juicy Tubes. 💕Our global ambassadors, @Olivia Rodrigo and #AmandaSeyfried at the opening night of Idôle House in NYC. #IdoleHouse #Lancome ","64","#AmandaSeyfried #IdoleHouse #Lancome"
"7512670969287232790","https://www.tiktok.com/@lancome.official/video/7512670969287232790","An icon, meets an icon, meets an icon 💖 @Olivia Rodrigo #AmandaSeyfried #IdoleHouse #JuicyTubes #lancomemakeup ","464","#AmandaSeyfried #IdoleHouse #JuicyTubes #lancomemakeup"
"7512468447046176002","https://www.tiktok.com/@lancome.official/video/7512468447046176002","A juicy summer starts here. Idôle House officially opens tomorrow! Be one of the first 100 guests in line each day to receive the NEW Juicy Tubes shade, “Lavender Latte” inspired by @oliviarodrigo*. #IdoleHouse #Lancome 💜June 6-8 📍210 Lafayette Street  ⏰ 11AM-6PM *Guests must be physically in line to receive a ticket for a FREE Juicy Tubes Lip Gloss.","54","#IdoleHouse #Lancome"
"7512261115456490775","https://www.tiktok.com/@lancome.official/video/7512261115456490775","Spotted in New York City. The wait is almost over. Idôle House opens this Friday, and trust us, you’ll want to be first in line. 💟 #Lancome #IdoleHouse ","15","#Lancome #IdoleHouse"
"7511880554686467350","https://www.tiktok.com/@lancome.official/video/7511880554686467350","A little #BTS magic before the reveal. 💕 Only 3 days to go until you step inside Idôle House. #Lancome #IdoleHouse ","42","#BTS #Lancome #IdoleHouse"
"7511766133486226710","https://www.tiktok.com/@lancome.official/video/7511766133486226710","The streets are talking. The posters are up. And yes, we’re bringing something major to NYC. Idôle House. The countdown is on. #IdoleHouse #Lancome  ","154","#IdoleHouse #Lancome"
"7511439233425362198","https://www.tiktok.com/@lancome.official/video/7511439233425362198","New York City, we’ve arrived. Idôle House opens its doors very soon. Are you ready for a juicy summer? 💖 #Lancome #IdoleHouse ","26","#Lancome #IdoleHouse"
"7511332520697335062","https://www.tiktok.com/@lancome.official/video/7511332520697335062","Our special guests experienced the May bloom of the Rose Centifolia, by exploring the rose fields and distillery where our iconic scents are born.✨ Domaine de la rose architects : @nem_architects on IG #Lancôme #DomaineDeLaRose #Grasse ","11","#Lancôme #DomaineDeLaRose #Grasse"
